Logging to ./baseline_seed_data/bipedalwalker/
---------------------------------
| rollout/           |          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 981         |
|    ep_rew_mean          | 233         |
| time/                   |             |
|    fps                  | 510         |
|    iterations           | 753         |
|    time_elapsed         | 3019        |
|    total_timesteps      | 1542144     |
| train/                  |             |
|    approx_kl            | 0.027939579 |
|    clip_fraction        | 0.282       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.02       |
|    explained_variance   | 0.386       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.85        |
|    n_updates            | 7520        |
|    policy_gradient_loss | -0.0123     |
|    std                  | 0.315       |
|    value_loss           | 5.56        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 989         |
|    ep_rew_mean          | 237         |
| time/                   |             |
|    fps                  | 510         |
|    iterations           | 754         |
|    time_elapsed         | 3022        |
|    total_timesteps      | 1544192     |
| train/                  |             |
|    approx_kl            | 0.023968652 |
|    clip_fraction        | 0.281       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.02       |
|    explained_variance   | 0.868       |
|    learning_rate        | 0.0003      |
|    loss                 | 21.9        |
|    n_updates            | 7530        |
|    policy_gradient_loss | -0.00521    |
|    std                  | 0.313       |
|    value_loss           | 28.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 987         |
|    ep_rew_mean          | 237         |
| time/                   |             |
|    fps                  | 510         |
|    iterations           | 755         |
|    time_elapsed         | 3027        |
|    total_timesteps      | 1546240     |
| train/                  |             |
|    approx_kl            | 0.033276297 |
|    clip_fraction        | 0.404       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.02       |
|    explained_variance   | 0.205       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.359       |
|    n_updates            | 7540        |
|    policy_gradient_loss | -0.00772    |
|    std                  | 0.316       |
|    value_loss           | 5.42        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 981         |
|    ep_rew_mean          | 235         |
| time/                   |             |
|    fps                  | 510         |
|    iterations           | 756         |
|    time_elapsed         | 3031        |
|    total_timesteps      | 1548288     |
| train/                  |             |
|    approx_kl            | 0.038017936 |
|    clip_fraction        | 0.366       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.05       |
|    explained_variance   | 0.249       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.75        |
|    n_updates            | 7550        |
|    policy_gradient_loss | -0.00689    |
|    std                  | 0.317       |
|    value_loss           | 5.42        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 978         |
|    ep_rew_mean          | 235         |
| time/                   |             |
|    fps                  | 510         |
|    iterations           | 757         |
|    time_elapsed         | 3034        |
|    total_timesteps      | 1550336     |
| train/                  |             |
|    approx_kl            | 0.019629426 |
|    clip_fraction        | 0.214       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.05       |
|    explained_variance   | 0.849       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.6         |
|    n_updates            | 7560        |
|    policy_gradient_loss | -0.0067     |
|    std                  | 0.317       |
|    value_loss           | 11.1        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 992        |
|    ep_rew_mean          | 241        |
| time/                   |            |
|    fps                  | 510        |
|    iterations           | 758        |
|    time_elapsed         | 3038       |
|    total_timesteps      | 1552384    |
| train/                  |            |
|    approx_kl            | 0.02365097 |
|    clip_fraction        | 0.314      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.05      |
|    explained_variance   | 0.299      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.95       |
|    n_updates            | 7570       |
|    policy_gradient_loss | -0.0094    |
|    std                  | 0.316      |
|    value_loss           | 5.86       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 994         |
|    ep_rew_mean          | 243         |
| time/                   |             |
|    fps                  | 510         |
|    iterations           | 759         |
|    time_elapsed         | 3042        |
|    total_timesteps      | 1554432     |
| train/                  |             |
|    approx_kl            | 0.029198747 |
|    clip_fraction        | 0.315       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.03       |
|    explained_variance   | 0.265       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.36        |
|    n_updates            | 7580        |
|    policy_gradient_loss | -0.0141     |
|    std                  | 0.314       |
|    value_loss           | 6.03        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 994        |
|    ep_rew_mean          | 243        |
| time/                   |            |
|    fps                  | 510        |
|    iterations           | 760        |
|    time_elapsed         | 3047       |
|    total_timesteps      | 1556480    |
| train/                  |            |
|    approx_kl            | 0.02087689 |
|    clip_fraction        | 0.21       |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.02      |
|    explained_variance   | 0.96       |
|    learning_rate        | 0.0003     |
|    loss                 | 5.78       |
|    n_updates            | 7590       |
|    policy_gradient_loss | -0.0113    |
|    std                  | 0.314      |
|    value_loss           | 8.72       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 976         |
|    ep_rew_mean          | 236         |
| time/                   |             |
|    fps                  | 510         |
|    iterations           | 761         |
|    time_elapsed         | 3050        |
|    total_timesteps      | 1558528     |
| train/                  |             |
|    approx_kl            | 0.040131092 |
|    clip_fraction        | 0.389       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.05       |
|    explained_variance   | 0.266       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.774       |
|    n_updates            | 7600        |
|    policy_gradient_loss | -0.00779    |
|    std                  | 0.319       |
|    value_loss           | 3.07        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 982         |
|    ep_rew_mean          | 239         |
| time/                   |             |
|    fps                  | 510         |
|    iterations           | 762         |
|    time_elapsed         | 3054        |
|    total_timesteps      | 1560576     |
| train/                  |             |
|    approx_kl            | 0.012697956 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.08       |
|    explained_variance   | 0.918       |
|    learning_rate        | 0.0003      |
|    loss                 | 10.7        |
|    n_updates            | 7610        |
|    policy_gradient_loss | -0.00928    |
|    std                  | 0.318       |
|    value_loss           | 17.9        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 972        |
|    ep_rew_mean          | 236        |
| time/                   |            |
|    fps                  | 510        |
|    iterations           | 763        |
|    time_elapsed         | 3059       |
|    total_timesteps      | 1562624    |
| train/                  |            |
|    approx_kl            | 0.03642588 |
|    clip_fraction        | 0.305      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.07      |
|    explained_variance   | 0.124      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.47       |
|    n_updates            | 7620       |
|    policy_gradient_loss | -0.0116    |
|    std                  | 0.317      |
|    value_loss           | 7.32       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 963          |
|    ep_rew_mean          | 234          |
| time/                   |              |
|    fps                  | 510          |
|    iterations           | 764          |
|    time_elapsed         | 3062         |
|    total_timesteps      | 1564672      |
| train/                  |              |
|    approx_kl            | 0.0131369615 |
|    clip_fraction        | 0.153        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.05        |
|    explained_variance   | 0.918        |
|    learning_rate        | 0.0003       |
|    loss                 | 6.68         |
|    n_updates            | 7630         |
|    policy_gradient_loss | -0.0136      |
|    std                  | 0.317        |
|    value_loss           | 17           |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 961         |
|    ep_rew_mean          | 234         |
| time/                   |             |
|    fps                  | 510         |
|    iterations           | 765         |
|    time_elapsed         | 3066        |
|    total_timesteps      | 1566720     |
| train/                  |             |
|    approx_kl            | 0.020558098 |
|    clip_fraction        | 0.152       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.05       |
|    explained_variance   | 0.915       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.56        |
|    n_updates            | 7640        |
|    policy_gradient_loss | -0.00984    |
|    std                  | 0.316       |
|    value_loss           | 18.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 961         |
|    ep_rew_mean          | 234         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 766         |
|    time_elapsed         | 3069        |
|    total_timesteps      | 1568768     |
| train/                  |             |
|    approx_kl            | 0.026598975 |
|    clip_fraction        | 0.256       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.05       |
|    explained_variance   | 0.785       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.58        |
|    n_updates            | 7650        |
|    policy_gradient_loss | -0.011      |
|    std                  | 0.317       |
|    value_loss           | 18.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 959         |
|    ep_rew_mean          | 234         |
| time/                   |             |
|    fps                  | 510         |
|    iterations           | 767         |
|    time_elapsed         | 3074        |
|    total_timesteps      | 1570816     |
| train/                  |             |
|    approx_kl            | 0.033620432 |
|    clip_fraction        | 0.396       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.08       |
|    explained_variance   | 0.951       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.825       |
|    n_updates            | 7660        |
|    policy_gradient_loss | -0.00701    |
|    std                  | 0.32        |
|    value_loss           | 3.68        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 959        |
|    ep_rew_mean          | 234        |
| time/                   |            |
|    fps                  | 510        |
|    iterations           | 768        |
|    time_elapsed         | 3078       |
|    total_timesteps      | 1572864    |
| train/                  |            |
|    approx_kl            | 0.03554736 |
|    clip_fraction        | 0.344      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.09      |
|    explained_variance   | 0.308      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.38       |
|    n_updates            | 7670       |
|    policy_gradient_loss | -0.0103    |
|    std                  | 0.32       |
|    value_loss           | 5.09       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 957         |
|    ep_rew_mean          | 235         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 769         |
|    time_elapsed         | 3081        |
|    total_timesteps      | 1574912     |
| train/                  |             |
|    approx_kl            | 0.028764956 |
|    clip_fraction        | 0.36        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.07       |
|    explained_variance   | 0.31        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.193       |
|    n_updates            | 7680        |
|    policy_gradient_loss | -0.0132     |
|    std                  | 0.316       |
|    value_loss           | 5.63        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 952         |
|    ep_rew_mean          | 233         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 770         |
|    time_elapsed         | 3085        |
|    total_timesteps      | 1576960     |
| train/                  |             |
|    approx_kl            | 0.029803788 |
|    clip_fraction        | 0.342       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.04       |
|    explained_variance   | 0.228       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.19        |
|    n_updates            | 7690        |
|    policy_gradient_loss | -0.0116     |
|    std                  | 0.316       |
|    value_loss           | 6.03        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 950         |
|    ep_rew_mean          | 233         |
| time/                   |             |
|    fps                  | 510         |
|    iterations           | 771         |
|    time_elapsed         | 3090        |
|    total_timesteps      | 1579008     |
| train/                  |             |
|    approx_kl            | 0.020298466 |
|    clip_fraction        | 0.258       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.05       |
|    explained_variance   | 0.95        |
|    learning_rate        | 0.0003      |
|    loss                 | 5.26        |
|    n_updates            | 7700        |
|    policy_gradient_loss | -0.00735    |
|    std                  | 0.317       |
|    value_loss           | 9.09        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 950         |
|    ep_rew_mean          | 233         |
| time/                   |             |
|    fps                  | 510         |
|    iterations           | 772         |
|    time_elapsed         | 3094        |
|    total_timesteps      | 1581056     |
| train/                  |             |
|    approx_kl            | 0.026516784 |
|    clip_fraction        | 0.322       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.07       |
|    explained_variance   | 0.389       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.61        |
|    n_updates            | 7710        |
|    policy_gradient_loss | -0.0133     |
|    std                  | 0.318       |
|    value_loss           | 5.79        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 941         |
|    ep_rew_mean          | 230         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 773         |
|    time_elapsed         | 3097        |
|    total_timesteps      | 1583104     |
| train/                  |             |
|    approx_kl            | 0.033576608 |
|    clip_fraction        | 0.321       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.08       |
|    explained_variance   | 0.284       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.28        |
|    n_updates            | 7720        |
|    policy_gradient_loss | -0.00935    |
|    std                  | 0.32        |
|    value_loss           | 5.93        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 941         |
|    ep_rew_mean          | 230         |
| time/                   |             |
|    fps                  | 510         |
|    iterations           | 774         |
|    time_elapsed         | 3102        |
|    total_timesteps      | 1585152     |
| train/                  |             |
|    approx_kl            | 0.018713854 |
|    clip_fraction        | 0.215       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.09       |
|    explained_variance   | 0.897       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.993       |
|    n_updates            | 7730        |
|    policy_gradient_loss | -0.00756    |
|    std                  | 0.32        |
|    value_loss           | 12          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 940         |
|    ep_rew_mean          | 231         |
| time/                   |             |
|    fps                  | 510         |
|    iterations           | 775         |
|    time_elapsed         | 3106        |
|    total_timesteps      | 1587200     |
| train/                  |             |
|    approx_kl            | 0.029416062 |
|    clip_fraction        | 0.32        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.09       |
|    explained_variance   | 0.388       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.95        |
|    n_updates            | 7740        |
|    policy_gradient_loss | -0.0116     |
|    std                  | 0.32        |
|    value_loss           | 5.76        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 940         |
|    ep_rew_mean          | 231         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 776         |
|    time_elapsed         | 3110        |
|    total_timesteps      | 1589248     |
| train/                  |             |
|    approx_kl            | 0.024619322 |
|    clip_fraction        | 0.265       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.08       |
|    explained_variance   | 0.449       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.54        |
|    n_updates            | 7750        |
|    policy_gradient_loss | -0.0112     |
|    std                  | 0.319       |
|    value_loss           | 5.75        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 940         |
|    ep_rew_mean          | 231         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 777         |
|    time_elapsed         | 3113        |
|    total_timesteps      | 1591296     |
| train/                  |             |
|    approx_kl            | 0.028922519 |
|    clip_fraction        | 0.309       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.07       |
|    explained_variance   | 0.441       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.404       |
|    n_updates            | 7760        |
|    policy_gradient_loss | -0.0116     |
|    std                  | 0.318       |
|    value_loss           | 5.91        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 941         |
|    ep_rew_mean          | 231         |
| time/                   |             |
|    fps                  | 510         |
|    iterations           | 778         |
|    time_elapsed         | 3118        |
|    total_timesteps      | 1593344     |
| train/                  |             |
|    approx_kl            | 0.022222996 |
|    clip_fraction        | 0.263       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.06       |
|    explained_variance   | 0.655       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.22        |
|    n_updates            | 7770        |
|    policy_gradient_loss | -0.0157     |
|    std                  | 0.317       |
|    value_loss           | 5.89        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 942         |
|    ep_rew_mean          | 231         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 779         |
|    time_elapsed         | 3121        |
|    total_timesteps      | 1595392     |
| train/                  |             |
|    approx_kl            | 0.024663959 |
|    clip_fraction        | 0.273       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.03       |
|    explained_variance   | 0.671       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.69        |
|    n_updates            | 7780        |
|    policy_gradient_loss | -0.0151     |
|    std                  | 0.314       |
|    value_loss           | 6.01        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 942         |
|    ep_rew_mean          | 231         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 780         |
|    time_elapsed         | 3125        |
|    total_timesteps      | 1597440     |
| train/                  |             |
|    approx_kl            | 0.019175686 |
|    clip_fraction        | 0.232       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.03       |
|    explained_variance   | 0.883       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.977       |
|    n_updates            | 7790        |
|    policy_gradient_loss | -0.015      |
|    std                  | 0.316       |
|    value_loss           | 7.45        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 942         |
|    ep_rew_mean          | 231         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 781         |
|    time_elapsed         | 3128        |
|    total_timesteps      | 1599488     |
| train/                  |             |
|    approx_kl            | 0.027203867 |
|    clip_fraction        | 0.253       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.05       |
|    explained_variance   | 0.382       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.23        |
|    n_updates            | 7800        |
|    policy_gradient_loss | -0.0165     |
|    std                  | 0.317       |
|    value_loss           | 7.09        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 946        |
|    ep_rew_mean          | 233        |
| time/                   |            |
|    fps                  | 511        |
|    iterations           | 782        |
|    time_elapsed         | 3133       |
|    total_timesteps      | 1601536    |
| train/                  |            |
|    approx_kl            | 0.03493195 |
|    clip_fraction        | 0.317      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.04      |
|    explained_variance   | 0.319      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.919      |
|    n_updates            | 7810       |
|    policy_gradient_loss | -0.00877   |
|    std                  | 0.315      |
|    value_loss           | 6.06       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 946        |
|    ep_rew_mean          | 233        |
| time/                   |            |
|    fps                  | 511        |
|    iterations           | 783        |
|    time_elapsed         | 3137       |
|    total_timesteps      | 1603584    |
| train/                  |            |
|    approx_kl            | 0.01663097 |
|    clip_fraction        | 0.202      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.04      |
|    explained_variance   | 0.885      |
|    learning_rate        | 0.0003     |
|    loss                 | 5          |
|    n_updates            | 7820       |
|    policy_gradient_loss | -0.00615   |
|    std                  | 0.315      |
|    value_loss           | 17.8       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 946        |
|    ep_rew_mean          | 233        |
| time/                   |            |
|    fps                  | 511        |
|    iterations           | 784        |
|    time_elapsed         | 3140       |
|    total_timesteps      | 1605632    |
| train/                  |            |
|    approx_kl            | 0.03301388 |
|    clip_fraction        | 0.369      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.04      |
|    explained_variance   | 0.17       |
|    learning_rate        | 0.0003     |
|    loss                 | 7.58       |
|    n_updates            | 7830       |
|    policy_gradient_loss | -0.0126    |
|    std                  | 0.315      |
|    value_loss           | 6.58       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 939         |
|    ep_rew_mean          | 230         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 785         |
|    time_elapsed         | 3144        |
|    total_timesteps      | 1607680     |
| train/                  |             |
|    approx_kl            | 0.026900358 |
|    clip_fraction        | 0.346       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.03       |
|    explained_variance   | 0.395       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.154       |
|    n_updates            | 7840        |
|    policy_gradient_loss | -0.00864    |
|    std                  | 0.316       |
|    value_loss           | 2.96        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 934        |
|    ep_rew_mean          | 226        |
| time/                   |            |
|    fps                  | 511        |
|    iterations           | 786        |
|    time_elapsed         | 3149       |
|    total_timesteps      | 1609728    |
| train/                  |            |
|    approx_kl            | 0.01520514 |
|    clip_fraction        | 0.212      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.05      |
|    explained_variance   | 0.939      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.26       |
|    n_updates            | 7850       |
|    policy_gradient_loss | -0.0115    |
|    std                  | 0.316      |
|    value_loss           | 11.1       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 930         |
|    ep_rew_mean          | 224         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 787         |
|    time_elapsed         | 3152        |
|    total_timesteps      | 1611776     |
| train/                  |             |
|    approx_kl            | 0.012454946 |
|    clip_fraction        | 0.148       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.06       |
|    explained_variance   | 0.929       |
|    learning_rate        | 0.0003      |
|    loss                 | 18.3        |
|    n_updates            | 7860        |
|    policy_gradient_loss | -0.0079     |
|    std                  | 0.317       |
|    value_loss           | 16.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 930         |
|    ep_rew_mean          | 224         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 788         |
|    time_elapsed         | 3156        |
|    total_timesteps      | 1613824     |
| train/                  |             |
|    approx_kl            | 0.011094851 |
|    clip_fraction        | 0.157       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.06       |
|    explained_variance   | 0.918       |
|    learning_rate        | 0.0003      |
|    loss                 | 15.6        |
|    n_updates            | 7870        |
|    policy_gradient_loss | -0.0152     |
|    std                  | 0.317       |
|    value_loss           | 20.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 931         |
|    ep_rew_mean          | 224         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 789         |
|    time_elapsed         | 3160        |
|    total_timesteps      | 1615872     |
| train/                  |             |
|    approx_kl            | 0.029172817 |
|    clip_fraction        | 0.315       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.08       |
|    explained_variance   | 0.14        |
|    learning_rate        | 0.0003      |
|    loss                 | 2.17        |
|    n_updates            | 7880        |
|    policy_gradient_loss | -0.00957    |
|    std                  | 0.319       |
|    value_loss           | 6.07        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 930         |
|    ep_rew_mean          | 224         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 790         |
|    time_elapsed         | 3164        |
|    total_timesteps      | 1617920     |
| train/                  |             |
|    approx_kl            | 0.032058008 |
|    clip_fraction        | 0.353       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.11       |
|    explained_variance   | 0.371       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.06        |
|    n_updates            | 7890        |
|    policy_gradient_loss | -0.0173     |
|    std                  | 0.322       |
|    value_loss           | 6.35        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 932         |
|    ep_rew_mean          | 224         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 791         |
|    time_elapsed         | 3168        |
|    total_timesteps      | 1619968     |
| train/                  |             |
|    approx_kl            | 0.030812979 |
|    clip_fraction        | 0.337       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.12       |
|    explained_variance   | 0.363       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.01        |
|    n_updates            | 7900        |
|    policy_gradient_loss | -0.0123     |
|    std                  | 0.322       |
|    value_loss           | 5.12        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 937         |
|    ep_rew_mean          | 226         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 792         |
|    time_elapsed         | 3171        |
|    total_timesteps      | 1622016     |
| train/                  |             |
|    approx_kl            | 0.030902246 |
|    clip_fraction        | 0.315       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.12       |
|    explained_variance   | 0.612       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.91        |
|    n_updates            | 7910        |
|    policy_gradient_loss | -0.0162     |
|    std                  | 0.323       |
|    value_loss           | 3.22        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 942         |
|    ep_rew_mean          | 227         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 793         |
|    time_elapsed         | 3176        |
|    total_timesteps      | 1624064     |
| train/                  |             |
|    approx_kl            | 0.026131105 |
|    clip_fraction        | 0.284       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.15       |
|    explained_variance   | 0.502       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.397       |
|    n_updates            | 7920        |
|    policy_gradient_loss | -0.012      |
|    std                  | 0.325       |
|    value_loss           | 5.46        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 947         |
|    ep_rew_mean          | 230         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 794         |
|    time_elapsed         | 3180        |
|    total_timesteps      | 1626112     |
| train/                  |             |
|    approx_kl            | 0.027821051 |
|    clip_fraction        | 0.217       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.16       |
|    explained_variance   | 0.933       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.757       |
|    n_updates            | 7930        |
|    policy_gradient_loss | -0.0107     |
|    std                  | 0.327       |
|    value_loss           | 5.32        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 930         |
|    ep_rew_mean          | 222         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 795         |
|    time_elapsed         | 3183        |
|    total_timesteps      | 1628160     |
| train/                  |             |
|    approx_kl            | 0.027725367 |
|    clip_fraction        | 0.299       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.16       |
|    explained_variance   | 0.589       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.86        |
|    n_updates            | 7940        |
|    policy_gradient_loss | -0.0125     |
|    std                  | 0.325       |
|    value_loss           | 6.24        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 931         |
|    ep_rew_mean          | 223         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 796         |
|    time_elapsed         | 3187        |
|    total_timesteps      | 1630208     |
| train/                  |             |
|    approx_kl            | 0.017386613 |
|    clip_fraction        | 0.208       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.15       |
|    explained_variance   | 0.949       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.71        |
|    n_updates            | 7950        |
|    policy_gradient_loss | -0.0158     |
|    std                  | 0.325       |
|    value_loss           | 10.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 935         |
|    ep_rew_mean          | 225         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 797         |
|    time_elapsed         | 3192        |
|    total_timesteps      | 1632256     |
| train/                  |             |
|    approx_kl            | 0.028255485 |
|    clip_fraction        | 0.316       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.14       |
|    explained_variance   | 0.598       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.52        |
